sn,q1from1,q1to1,q1from2,q1to2,q1from3,q1to3,q2from1,q2to1,q2from2,q2to2,q2from3,q2to3,q3crop1,q3crop2,q3crop3,q3crop4,q3crop5,q3crop6,q4,q8icds,q8ssa,q8mdm,q8pmgsy,q8vaccin,q8sgry,q8nfw,q8rggvy,q8other,q91,q92,q93,q94,q10,q11,q12,q13,q14busstand,q14pryschool,q14secschool,q14phc,q14dispensary,q14hospital,q14bank,q14postoffice,q14market,q14fpsration,q14bdooffice,q14collectorsoffice,q15busstand,q15pryschool,q15secschool,q15phc,q15dispensary,q15hospital,q15bank,q15postoffice,q15market,q15fpsration,q15bdooffice,q15collectorsoffice,remarks,state,sid,did,bid,pid,vid,codesmerge,q1from11,q1from12,q1from1final,q1from21,q1from22,q1from2final,q1from31,q1from32,q1from3final,q2from11,q2from12,q2from1final,q2from21,q2from22,q2from2final,q2from31,q2from32,q2from3final,q1to11,q1to12,q1to1final,q1to21,q1to22,q1to2final,q1to31,q1to32,q1to3final,q2to11,q2to12,q2to1final,q2to21,q2to22,q2to2final,q2to31,q2to32,q2to3final,q11check,q12check,q13check,q21check,q22check,q23check,dummy1week1,dummy1week2,dummy1week3,dummy1week4,dummy1week5,dummy1week6,dummy1week7,dummy1week8,dummy1week9,dummy1week10,dummy1week11,dummy1week12,dummy1week13,dummy1week14,dummy1week15,dummy1week16,dummy1week17,dummy1week18,dummy1week19,dummy1week20,dummy1week21,dummy1week22,dummy1week23,dummy1week24,dummy1week25,dummy1week26,dummy1week27,dummy1week28,dummy1week29,dummy1week30,dummy1week31,dummy1week32,dummy1week33,dummy1week34,dummy1week35,dummy1week36,dummy1week37,dummy1week38,dummy1week39,dummy1week40,dummy1week41,dummy1week42,dummy1week43,dummy1week44,dummy1week45,dummy1week46,dummy1week47,dummy1week48,dummy2week1,dummy2week2,dummy2week3,dummy2week4,dummy2week5,dummy2week6,dummy2week7,dummy2week8,dummy2week9,dummy2week10,dummy2week11,dummy2week12,dummy2week13,dummy2week14,dummy2week15,dummy2week16,dummy2week17,dummy2week18,dummy2week19,dummy2week20,dummy2week21,dummy2week22,dummy2week23,dummy2week24,dummy2week25,dummy2week26,dummy2week27,dummy2week28,dummy2week29,dummy2week30,dummy2week31,dummy2week32,dummy2week33,dummy2week34,dummy2week35,dummy2week36,dummy2week37,dummy2week38,dummy2week39,dummy2week40,dummy2week41,dummy2week42,dummy2week43,dummy2week44,dummy2week45,dummy2week46,dummy2week47,dummy2week48,q5season1from_day,q5season1fromfinal,q5season1to_day,q5season1tofinal,q5season2from_day,q5season2fromfinal,q5season2to_day,q5season2tofinal,q5season3from_day,q5season3fromfinal,q5season3to_day,q5season3tofinal,q6tillingseason1from_day,q6tillingseason1fromfinal,q6tillingseason1to_day,q6tillingseason1tofinal,q6seedingseason1from_day,q6seedingseason1fromfinal,q6seedingseason1to_day,q6seedingseason1tofinal,q6fertilizationseason1from_day,q6fertilizationseason1fromfinal,q6fertilizationseason1to_day,q6fertilizationseason1tofinal,q6harvestingseason1from_day,q6harvestingseason1fromfinal,q6harvestingseason1to_day,q6harvestingseason1tofinal,q6tillingseason2from_day,q6tillingseason2fromfinal,q6tillingseason2to_day,q6tillingseason2tofinal,q6seedingseason2from_day,q6seedingseason2fromfinal,q6seedingseason2to_day,q6seedingseason2tofinal,q6fertilizationseason2from_day,q6fertilizationseason2fromfinal,q6fertilizationseason2to_day,q6fertilizationseason2tofinal,q6harvestingseason2from_day,q6harvestingseason2fromfinal,q6harvestingseason2to_day,q6harvestingseason2tofinal,q7tillingseason1from_day,q7tillingseason1fromfinal,q7tillingseason1to_day,q7tillingseason1tofinal,q7seedingseason1from_day,q7seedingseason1fromfinal,q7seedingseason1to_day,q7seedingseason1tofinal,q7fertilizationseason1from_day,q7fertilizationseason1fromfinal,q7fertilizationseason1to_day,q7fertilizationseason1tofinal,q7harvestingseason1from_day,q7harvestingseason1fromfinal,q7harvestingseason1to_day,q7harvestingseason1tofinal,q7tillingseason2from_day,q7tillingseason2fromfinal,q7tillingseason2to_day,q7tillingseason2tofinal,q7seedingseason2from_day,q7seedingseason2fromfinal,q7seedingseason2to_day,q7seedingseason2tofinal,q7fertilizationseason2from_day,q7fertilizationseason2fromfinal,q7fertilizationseason2to_day,q7fertilizationseason2tofinal,q7harvestingseason2from_day,q7harvestingseason2fromfinal,q7harvestingseason2to_day,q7harvestingseason2tofinal,q5season1check,q5season2check,q6tillingseason1check,q6tillingseason2check,q6seedingseason1check,q6seedingseason2check,q6fertilizationseason1check,q6fertilizationseason2check,q6harvestingseason1check,q6harvestingseason2check,q7tillingseason1check,q7tillingseason2check,q7seedingseason1check,q7seedingseason2check,q7fertilizationseason1check,q7fertilizationseason2check,q7harvestingseason1check,q7harvestingseason2check,q8aggregate,q91_any,q92_any,q93_any,q94_any,q9_ngocount,q10_any,q10_postsp,q10_BDO_month,q10_BDO_year,q11_any,q11_postsp,q11_collector_month,q11_collector_year,q12_relwealth1,q12_relwealth2,q12_relwealth3,q13_relactivism1,q13_relactivism2,q13_relactivism3
88,March,June,,,,,July,Jan,,,,,Paddy,Mandia,Kandula,,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Jan 22 08,2007,Same,Less,3-5km,In village,3-5km,,,20-30km,3-5km,In village,3-5km,In village,3-5km,30-50km,30-45min,Less than 10min,30-45min,,,,30-45min,Less than 10min,30-45min,Less than 10min,30-45min,30-45min,,Orissa,24,29,11,10,4,3,3,1,9,,,,,,,7,1,25,,,,,,,6,1,21,,,,,,,1,1,1,,,,,,,12,,,-24,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2474,,,,,,,,,1,2456,4,2461,1,2448,31,,1,2491,4,2495,,2435,,2474,,,,,,,,,,,,,,,,,,2456,,2456,,2448,,2448,,2491,,2491,,2435,,2474,,,,,,,,,,,,,,,,,18,,5,,,,4,,-13,,0,,0,,0,,-13,,7,0,0,0,0,0,1,1,13,,1,1,,1,0,0,1,0,1,0
92,Feb,May,,,,,July,Aug,Dec,Feb,,,Paddy,Cotton,Mandia,Kandula,,,1,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Poorer,Less,Less than 3km,In village,In village,In village,In village,In village,In village,In village,In village,In village,10-20km,10-20km,10-20min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,45-60min,45-60min,,Orissa,24,29,11,12,2,3,2,1,5,,,,,,,7,1,25,12,1,45,,,,5,1,17,,,,,,,8,1,29,2,1,5,,,,12,,,4,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2452,,2474,,2431,,2465,,,,,,2404,,2452,,2400,,2448,,2439,,2487,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2400,,2448,,2439,,2487,,2469,,2474,,2474,,2483,,2478,,2478,,2409,,2444,,2444,,2465,22,-18,-4,,-4,,-4,,5,,-4,9,-4,0,-4,-17,5,21,4,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
90,Mar,June,,,,,July,Feb,,,,,Paddy,Kolatha,Kandula,Mandia,Janha,Green Gram,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Never Visit,Not Visit,Poorer,Less,3-5km,In village,Less than 3km,3-5km,3-5km,20-30km,3-5km,3-5km,3-5km,3-5km,20-30km,20-30km,30-45min,Less than 10min,,20-30min,20-30min,1-2hrs,20-30min,20-30min,20-30min,,1-2hrs,1-2hrs,,Orissa,24,29,11,12,4,3,3,1,9,,,,,,,7,1,25,,,,,,,6,1,21,,,,,,,2,1,5,,,,,,,12,,,-20,,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2452,,2483,,,,,,,,,1,2456,31,2461,1,2452,,,20,2451,25,,31,2478,1,2483,,,,,,,,,,,,,,,,,1,2456,,,1,2452,31,2456,1,2448,4,,31,2478,3,2485,,,,,,,,,,,,,,,,,31,,5,,,,,,5,,,,4,,,,7,,6,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
91,Feb,May,Aug,Sept,,,July,Aug,Dec,Feb,,,Paddy,Cotton,Mandia,Kandula,,,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,7-Feb,No,Richer,Same,In village,In village,In village,In village,In village,In village,In village,In village,In village,In village,10-20km,10-20km,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,Less than 10min,45-60min,45-60min,,Orissa,24,29,11,12,5,3,2,1,5,8,1,29,,,,7,1,25,12,1,45,,,,5,1,17,9,1,33,,,,8,1,29,2,1,5,,,,12,4,,4,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2465,,2474,,,,,,,,,,2400,,2448,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,,2413,,2456,,2400,,2448,,2448,,2491,,2435,,2474,,,,,,,,,,,,,,,,,9,,-4,,43,,-18,,9,,-9,,-4,,43,,-13,,6,0,0,0,0,0,1,1,2,,0,0,,,1,0,0,0,0,1
93,Feb,May,Aug,Nov,,,June,Aug,Dec,Feb,,,Paddy,Mandia,Kandula,Rasi,Vegetable,,1,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,2 Year Back,No,Poorer,Same,Less than 3km,In village,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,10-20km,10-20km,Less than 10min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,45-60min,45-60min,,Orissa,24,29,11,12,6,3,2,1,5,8,1,29,,,,6,1,21,12,1,45,,,,5,1,17,11,1,41,,,,8,1,29,2,1,5,,,,12,12,,8,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2483,,,,,,,,,,2404,,2452,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,,2404,,2452,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,27,,-4,,43,,-18,,9,,-4,,43,,-18,,9,,5,0,0,0,0,0,1,0,-12,,0,0,,,0,1,0,0,0,1
66,May,July,,,,,July,Feb,,,,,Paddy,Cotton,Kandula,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Prepair,,,,7-Nov,CR,Richer,More,In village,In village,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,5-10km,5-10km,Less than 10min,Less than 10min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,20-30min,20-30min,,Orissa,24,29,11,20,2,3,5,1,17,,,,,,,7,1,25,,,,,,,7,1,25,,,,,,,2,1,5,,,,,,,8,,,-20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2483,,,,,,,,,,2404,,2452,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,,2413,,2456,,2400,,2448,,2439,,2487,,2474,,2483,,,,,,,,,,,,,,,,,27,,-4,,43,,-18,,9,,-9,,-4,,-4,,9,,7,1,0,0,0,1,1,1,11,,0,0,,,1,0,0,1,0,0
84,Feb,May,Jun,Nov,,,June,Aug,Dec,Feb,,,Paddy,Mandia,,,,,1,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Never Visit,Not Visit,Poorer,Less,20-30km,20-30km,20-30km,20-30km,20-30km,20-30km,20-30km,Less than 3km,Less than 3km,Less than 3km,20-30km,20-30km,1-2hrs,1-2hrs,1-2hrs,1-2hrs,1-2hrs,1-2hrs,1-2hrs,10-20min,10-20min,10-20min,45-60min,45-60min,,Orissa,24,29,11,15,1,3,2,1,5,6,1,21,,,,6,1,21,12,1,45,,,,5,1,17,11,1,41,,,,8,1,29,2,1,5,,,,12,20,,8,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2452,,2474,,,,,,,,,,2404,,2452,,2404,,2452,,2400,,2448,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2404,,2452,,2400,,2448,,2469,,2474,,,,,,,,,,,,,,,,,22,,-4,,-4,,-4,,5,,-4,,-4,,-4,,5,,4,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
86,Feb,May,Aug,Nov,,,June,Aug,Dec,Jan,,,Paddy,Mandia,Kandula,Jona,Cotton,,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NEW LIFE,,,,12-Jan-08,CR,Richer,More,Less than 3km,In village,In village,In village,Less than 3km,Less than 3km,30-50km,In village,20-30km,In village,30-50km,30-50km,20-30min,Less than 10min,Less than 10min,Less than 10min,20-30min,20-30min,45-60min,Less than 10min,45-60min,Less than 10min,2-3hrs,2-3hrs,,Orissa,24,29,11,15,4,3,2,1,5,8,1,29,,,,6,1,21,12,1,45,,,,5,1,17,11,1,41,,,,8,1,29,1,1,1,,,,12,12,,8,-44,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2469,,2422,,2461,,,,,,2404,,2452,,2400,,2448,,2448,,2491,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2400,,2448,,2448,,2491,,2469,,2474,,,,,,,,,,,,,,,,,13,-13,-4,,-4,,43,,5,,-4,,-4,,43,,5,,6,1,0,0,0,1,1,1,13,,0,0,,,1,0,0,1,0,0
83,Feb,June,Sept,Nov,,,June,Aug,Dec,Feb,,,Paddy,Kandula,Vegetable,Jona,Kosla,,1,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Never Visit,Not Visit,Poorer,Less,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,10-20km,Less than 3km,20-30km,Less than 3km,20-30km,20-30km,20-30min,20-30min,20-30min,20-30min,20-30min,20-30min,30-45min,20-30min,20-30min,20-30min,45-60min,45-60min,,Orissa,24,29,11,15,5,3,2,1,5,9,1,33,,,,6,1,21,12,1,45,,,,6,1,21,11,1,41,,,,8,1,29,2,1,5,,,,16,8,,8,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2474,,,,,,,,,,2456,,2456,,2452,,2452,,2448,,2491,,2474,,2483,,,,,,,,,,,,,,,,,,2456,,2456,,2452,,2452,,2448,,2491,,2474,,2483,,,,,,,,,,,,,,,,,18,,0,,0,,43,,9,,0,,0,,43,,9,,3,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
85,Feb,May,Aug,Nov,,,June,Aug,Dec,May,,,Paddy,Mandia,Cotton,Janna,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,NEW LIFE,,,,26-Oct-07,25-Oct-99,Poorer,Same,10-20km,In village,3-5km,3-5km,3-5km,10-20km,10-20km,3-5km,10-20km,Less than 3km,10-20km,10-20km,10-20min,2-3hrs,30-45min,30-45min,30-45min,2-3hrs,2-3hrs,2-3hrs,2-3hrs,,2-3hrs,2-3hrs,,Orissa,24,29,11,15,6,3,2,1,5,8,1,29,,,,6,1,21,12,1,45,,,,5,1,17,11,1,41,,,,8,1,29,5,1,17,,,,12,12,,8,-28,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2483,,,,,,,,,,2456,,2456,,2404,,2448,,2439,,2487,,2474,,2483,,,,,,,,,,,,,,,,,,2456,,2456,,2404,,2448,,2439,,2487,,2474,,2483,,,,,,,,,,,,,,,,,27,,0,,-8,,-4,,9,,0,,-8,,-4,,9,,6,1,0,0,0,1,1,1,10,,1,0,-87,,0,1,0,0,0,1
67,Feb,April,,,,,June,Sept,Dec,Feb,,,Paddy,,,,,,1,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Poorer,More,Less than 3km,In village,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,20-30km,20-30km,10-20min,Less than 10min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,10-20min,45-60min,45-60min,,Orissa,24,29,11,16,3,3,2,1,5,,,,,,,6,1,21,12,1,45,,,,4,1,13,,,,,,,9,1,33,2,1,5,,,,8,,,12,-40,,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2456,,2483,,,,,,,,,,2404,,2452,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,,2404,,2452,,2448,,2491,,2435,,2469,,2474,,2483,,,,,,,,,,,,,,,,,27,,-4,,43,,-18,,9,,-4,,43,,-18,,9,,5,0,0,0,0,0,0,0,,,0,0,,,0,1,0,1,0,0
82,,,,,,,July,Sept,,,,,Paddy,Kapa,Mandia,Brinjal,,,1,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Never Visit,Not Visit,Same,Same,,Less than 3km,Less than 3km,5-10km,Less than 3km,5-10km,5-10km,Less than 3km,Less than 3km,Less than 3km,5-10km,5-10km,10-20min,Less than 10min,20-30min,20-30min,20-30min,45-60min,45-60min,20-30min,20-30min,20-30min,45-60min,45-60min,,Orissa,24,29,11,17,1,3,,,,,,,,,,7,1,25,,,,,,,,,,,,,,,,9,1,33,,,,,,,,,,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2409,,2448,,,,,,,,,,2409,,2448,,2404,,2452,,2452,,2452,,2469,,2483,,,,,,,,,,,,,,,,,,2409,,2452,,2404,,2452,,2452,,2491,,2469,,2483,,,,,,,,,,,,,,,,,-13,,-13,,-4,,0,,14,,-9,,-4,,39,,14,,5,0,0,0,0,0,0,0,,,0,0,,,0,0,1,0,0,1
79,Jan,May,,,,,June,Dec,,,,,Paddy,Kandula,Mandia,Janna,,,1,Yes,Yes,Yes,No,No,No,Yes,No,No,Prepair,,,,2006(Aug-Sept),2006(Aug-Sept),Same,Less,Less than 3km,In village,5-10km,3-5km,3-5km,5-10km,5-10km,Less than 3km,Less than 3km,Less than 3km,5-10km,5-10km,10-20min,Less than 10min,20-30min,10-20min,10-20min,30-45min,30-45min,10-20min,10-20min,10-20min,30-45min,30-45min,,Orissa,24,29,11,17,2,3,1,1,1,,,,,,,6,1,21,,,,,,,5,1,17,,,,,,,12,1,45,,,,,,,16,,,24,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,2456,,2474,,,,,,,,,,2404,,2452,,2400,,2448,,2448,,2491,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2400,,2448,,2448,,2491,,2469,,2474,,,,,,,,,,,,,,,,,18,,-4,,-4,,43,,5,,-4,,-4,,43,,5,,4,1,0,0,0,1,1,0,-3,,1,0,-3,,0,0,1,0,1,0
81,Jan,April,,,,,May,Dec,,,,,Paddy,Kandula,,,,,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Bartue,,,,2007,2006,Richer,Same,In village,In village,3-5km,10-20km,10-20km,3-5km,3-5km,In village,In village,In village,3-5km,3-5km,Less than 10min,Less than 10min,20-30min,45-60min,45-60min,20-30min,20-30min,Less than 10min,Less than 10min,Less than 10min,20-30min,20-30min,,Orissa,24,29,11,17,5,3,1,1,1,,,,,,,5,1,17,,,,,,,4,1,13,,,,,,,12,1,45,,,,,,,12,,,28,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,2465,,2474,,,,,,,,,,2413,,2452,,2404,,2452,,2400,,2448,,2469,,2474,,,,,,,,,,,,,,,,,,2413,,2452,,2404,,2452,,2400,,2448,,2469,,2474,,,,,,,,,,,,,,,,,9,,-13,,-4,,-4,,5,,-13,,-4,,-4,,5,,5,1,0,0,0,1,1,1,,1,1,0,,0,1,0,0,0,0,1
80,Jan,May,,,,,June,Dec,,,,,Paddy,Kandula,Man`,,,,1,Yes,Yes,Yes,No,No,No,Yes,No,No,Water Shed,,,,Before 1 Month,Before 2 Month,Same,Same,3-5km,In village,3-5km,3-5km,3-5km,5-10km,5-10km,3-5km,3-5km,3-5km,5-10km,5-10km,20-30min,Less than 10min,20-30min,20-30min,20-30min,30-45min,30-45min,20-30min,20-30min,20-30min,30-45min,30-45min,,Orissa,24,29,11,17,8,3,1,1,1,,,,,,,6,1,21,,,,,,,5,1,17,,,,,,,12,1,45,,,,,,,16,,,24,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,2456,,2474,,,,,,,,,,2404,,2452,,2400,,2448,,2452,,2491,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2400,,2448,,2452,,2491,,2469,,2474,,,,,,,,,,,,,,,,,18,,-4,,-4,,39,,5,,-4,,-4,,39,,5,,4,1,0,0,0,1,1,1,13,,1,1,13,,0,0,1,0,0,1
64,1st Jan,,,,,,15-Jun,Nov,,,,,Paddy,Kandula,Jonna,Mandia,,,2,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Never Visit,Not Visit,Poorer,Less,Less than 3km,Less than 3km,Less than 3km,10-20km,10-20km,10-20km,10-20km,Less than 3km,10-20km,Less than 3km,10-20km,20-30km,20-30min,20-30min,20-30min,45-60min,45-60min,45-60min,45-60min,20-30min,45-60min,20-30min,45-60min,1-2hrs,,Orissa,24,29,11,18,1,3,1,1,1,,,,,,,6,3,23,,,,,,,,,,,,,,,,11,1,41,,,,,,,,,,18,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,2456,,2474,,2431,,2444,,,,,,2404,,2452,,2404,,2452,,2452,,2491,,2469,,2474,,,,,,,,,,,,,,,,,,2404,,2452,,2404,,2452,,2452,,2491,,2469,,2474,,,,,,,,,,,,,,,,,18,-39,-4,,-4,,39,,5,,-4,,-4,,39,,5,,3,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
